User_ID,Age,Gender,Sleep_Duration,Stress_Level,Diet_Type,Daily_Screen_Time,Exercise_Frequency,Caffeine_Intake,Reaction_Time,Memory_Test_Score,Cognitive_Score,AI_Predicted_Score
U2270,20,Female,6.1,8,Vegan,7.3,Medium,206,289.75,97,86.34,82.9
U2271,18,Female,8.8,2,Vegetarian,7.9,Low,95,370.26,67,66.64,68.9
U2272,33,Male,8.0,8,Non-Vegetarian,8.3,Low,28,258.88,48,62.84,59.87
U2273,44,Male,9.1,7,Non-Vegetarian,5.6,Low,23,497.27,86,50.46,54.04
U2274,20,Male,5.4,1,Non-Vegetarian,1.4,High,227,260.14,73,100.0,97.23
U2275,25,Male,5.2,6,Vegetarian,4.0,Low,480,349.37,72,55.57,58.47
U2276,33,Female,7.0,6,Non-Vegetarian,9.8,Low,364,235.64,94,82.75,87.68
U2277,19,Male,6.0,4,Vegetarian,8.2,Medium,88,202.81,53,87.64,84.45
U2278,46,Female,8.9,8,Non-Vegetarian,3.4,Low,109,552.52,40,17.43,13.78
U2279,33,Male,6.8,7,Vegetarian,6.5,Low,236,440.36,71,42.24,38.6
U2280,46,Male,4.6,1,Vegetarian,6.1,Medium,450,250.52,79,91.8,89.22
U2281,48,Female,4.8,4,Non-Vegetarian,10.8,Medium,406,384.86,93,64.64,61.02
U2282,59,Female,5.4,5,Non-Vegetarian,8.8,High,68,253.23,82,95.04,93.46
U2283,28,Female,4.3,5,Non-Vegetarian,4.3,Low,327,404.75,59,42.65,46.68
U2284,49,Male,4.4,3,Vegetarian,5.6,Low,92,497.36,64,36.67,37.03
U2285,41,Male,5.8,7,Vegetarian,10.9,High,262,303.15,54,62.48,60.05
U2286,36,Female,4.9,1,Non-Vegetarian,2.4,Low,274,335.12,93,84.37,84.17
U2287,49,Female,6.0,2,Non-Vegetarian,8.5,Medium,281,546.86,42,24.49,28.78
U2288,27,Male,7.7,4,Vegetarian,8.3,High,461,209.98,83,100.0,96.63
U2289,49,Male,7.6,8,Non-Vegetarian,7.8,Low,405,309.35,86,65.84,62.45
U2290,40,Female,5.5,3,Non-Vegetarian,1.7,Medium,449,223.95,87,100.0,98.83
U2291,50,Female,5.2,1,Vegetarian,3.2,Low,141,201.82,57,90.64,92.01
U2292,47,Male,4.4,7,Non-Vegetarian,11.5,Medium,51,259.53,93,84.78,83.4
U2293,47,Female,9.7,9,Non-Vegetarian,5.8,Medium,238,442.9,86,62.12,66.11
U2294,24,Female,4.9,4,Vegetarian,4.4,Low,476,551.15,71,24.32,28.49
U2295,33,Male,5.5,10,Vegetarian,4.8,Medium,226,314.82,93,78.31,75.98
U2296,18,Male,9.2,9,Vegetarian,4.6,Low,26,220.73,69,85.69,82.69
U2297,47,Male,8.3,7,Vegetarian,2.7,Low,162,443.84,79,55.84,59.35
U2298,51,Female,7.5,6,Vegetarian,4.6,Medium,316,283.85,57,75.97,76.29
U2299,51,Male,6.6,5,Non-Vegetarian,1.0,Medium,142,321.01,46,73.36,70.04
U2300,55,Male,9.3,3,Non-Vegetarian,6.3,Low,298,265.24,61,78.48,74.27
U2301,48,Female,4.2,6,Non-Vegetarian,8.9,Medium,110,238.01,78,85.18,82.39
U2302,25,Male,4.8,5,Non-Vegetarian,3.5,Medium,66,291.29,86,92.48,93.15
U2303,37,Female,7.8,7,Non-Vegetarian,5.7,High,36,543.78,55,39.2,42.45
U2304,46,Female,5.8,4,Non-Vegetarian,1.6,Low,200,472.38,43,34.97,39.22
U2305,48,Male,5.3,7,Non-Vegetarian,4.8,Medium,88,583.85,75,32.83,35.44
U2306,38,Male,7.6,3,Vegan,5.2,Low,96,409.42,84,68.24,63.26
U2307,43,Female,7.0,9,Vegetarian,7.5,Medium,377,590.92,98,32.72,30.04
U2308,48,Male,7.1,3,Non-Vegetarian,4.3,Medium,193,488.5,56,49.47,50.16
U2309,37,Male,8.6,9,Non-Vegetarian,8.1,High,165,291.19,77,83.72,81.33
U2310,39,Female,4.7,8,Vegetarian,8.4,High,342,243.4,84,85.39,89.39
U2311,57,Male,7.2,7,Non-Vegetarian,9.5,High,450,352.3,81,68.93,72.39
U2312,43,Male,9.9,6,Vegetarian,6.9,High,369,572.48,82,45.66,47.11
U2313,34,Male,6.7,8,Non-Vegetarian,4.8,High,149,209.9,87,100.0,100.0
U2314,42,Female,5.4,9,Non-Vegetarian,10.4,Medium,243,403.51,93,56.59,58.29
U2315,54,Male,6.1,3,Non-Vegetarian,8.8,Low,269,363.63,57,50.52,47.87
U2316,44,Male,4.8,6,Non-Vegetarian,2.7,Medium,54,498.44,49,38.9,36.66
U2317,20,Female,9.4,2,Vegetarian,7.2,Low,89,414.55,66,61.13,59.84
U2318,41,Female,4.3,6,Non-Vegetarian,8.3,Medium,454,297.62,97,78.97,80.79
U2319,42,Male,4.5,6,Vegetarian,6.9,Medium,119,387.32,77,63.22,59.45
U2320,27,Female,5.2,2,Vegan,9.4,Medium,465,391.45,83,64.26,60.16
U2321,53,Male,9.2,1,Vegetarian,7.1,Low,141,383.8,82,74.96,71.42
U2322,59,Male,9.2,4,Non-Vegetarian,11.7,Low,190,433.3,89,56.33,59.52
U2323,35,Male,7.3,10,Non-Vegetarian,9.1,Low,58,263.49,40,50.88,50.69
U2324,34,Female,5.9,1,Non-Vegetarian,3.4,Medium,317,575.36,79,46.97,49.04
U2325,31,Female,6.7,7,Vegetarian,7.4,High,491,316.24,56,63.77,62.13
U2326,36,Other,8.9,5,Vegan,6.3,Medium,186,388.69,53,61.35,62.55
U2327,35,Female,7.6,1,Non-Vegetarian,1.4,Low,392,452.79,77,61.3,56.77
U2328,40,Female,8.5,8,Non-Vegetarian,3.7,Low,249,240.27,67,78.92,75.48
U2329,25,Female,4.7,4,Vegetarian,4.7,Medium,289,440.13,42,41.21,45.9
U2330,33,Female,6.5,1,Non-Vegetarian,11.1,Medium,281,426.81,41,43.1,39.31
U2331,42,Female,6.7,6,Vegan,11.8,High,189,387.26,59,54.88,50.2
U2332,49,Male,5.5,5,Vegan,1.4,Low,201,232.13,71,86.69,86.52
U2333,36,Male,8.1,10,Non-Vegetarian,9.9,Low,433,395.77,55,29.23,33.58
U2334,35,Female,7.8,1,Vegetarian,3.6,Low,140,519.21,96,61.86,63.75
U2335,49,Female,4.4,3,Vegetarian,10.1,Low,297,211.33,71,76.99,76.91
U2336,57,Male,6.4,5,Non-Vegetarian,4.1,Medium,470,367.31,50,56.03,54.25
U2337,32,Male,9.8,6,Non-Vegetarian,8.3,High,19,560.76,73,47.81,44.07
U2338,38,Female,5.9,5,Vegetarian,9.3,High,182,395.02,55,55.87,54.6
U2339,28,Female,7.6,10,Vegetarian,7.9,Medium,491,339.62,94,68.93,67.03
U2340,46,Male,5.5,6,Non-Vegetarian,11.9,Medium,321,298.12,84,72.04,70.25
U2341,49,Female,4.3,8,Vegetarian,7.9,Low,164,211.55,50,62.21,67.14
U2342,23,Female,7.3,10,Non-Vegetarian,10.4,High,278,509.08,62,29.59,34.49
U2343,36,Female,10.0,7,Non-Vegetarian,4.8,High,3,560.72,70,50.29,54.89
U2344,33,Male,5.3,7,Vegetarian,9.1,Medium,446,389.84,68,48.06,45.91
U2345,29,Female,8.5,10,Non-Vegetarian,7.5,High,379,390.98,65,55.51,51.26
U2346,32,Male,9.5,2,Vegan,3.4,High,387,519.21,59,55.12,52.26
U2347,28,Female,8.3,2,Vegetarian,11.0,Medium,104,363.31,97,86.97,84.16
U2348,56,Other,7.9,4,Non-Vegetarian,5.3,Medium,24,451.89,76,67.05,70.74
U2349,27,Female,7.4,4,Non-Vegetarian,3.1,Medium,53,324.31,67,85.54,85.6
U2350,54,Female,6.2,5,Non-Vegetarian,8.5,High,239,267.07,60,80.36,76.23
U2351,41,Female,4.9,6,Non-Vegetarian,5.6,Medium,20,240.83,83,95.36,99.76
U2352,53,Male,6.7,9,Vegetarian,3.3,Medium,95,365.36,66,65.66,63.39
U2353,18,Male,6.7,2,Non-Vegetarian,6.1,Low,321,542.78,41,18.87,22.62
U2354,34,Female,4.9,3,Vegetarian,1.8,Medium,78,585.38,85,49.48,51.67
U2355,31,Female,4.8,7,Non-Vegetarian,5.3,Low,328,220.43,41,59.85,62.58
U2356,55,Other,8.7,6,Non-Vegetarian,2.6,Low,319,463.64,80,52.85,52.25
U2357,42,Male,4.5,4,Non-Vegetarian,10.5,Medium,309,528.86,78,34.93,35.64
U2358,54,Male,4.2,4,Vegetarian,6.1,High,245,590.36,80,37.96,41.38
U2359,52,Female,5.3,6,Vegetarian,3.3,Low,193,462.13,97,56.27,58.65
U2360,39,Male,5.9,2,Non-Vegetarian,9.5,Medium,255,528.11,79,44.93,41.25
U2361,24,Male,4.0,5,Vegetarian,10.4,Low,489,589.71,52,0.0,2.23
U2362,28,Female,8.6,1,Vegetarian,2.5,Low,389,496.97,82,56.84,57.74
U2363,27,Female,9.2,8,Non-Vegetarian,3.8,Medium,245,399.65,52,56.19,51.64
U2364,31,Female,4.3,3,Non-Vegetarian,4.6,Low,174,590.43,44,10.82,9.6
U2365,52,Male,8.7,6,Non-Vegetarian,2.6,Low,271,584.23,63,25.21,27.7
U2366,53,Female,7.7,4,Non-Vegetarian,9.3,Low,37,448.62,53,39.44,39.24
U2367,23,Male,7.6,9,Vegetarian,3.3,Medium,321,394.06,61,55.65,60.5
U2368,22,Male,9.2,3,Vegan,10.0,Low,380,515.71,50,23.85,19.21
U2369,59,Female,4.1,9,Vegetarian,8.2,Low,217,232.54,71,65.3,63.77
U2370,24,Male,6.4,4,Vegetarian,5.9,Low,211,271.75,44,63.44,59.26
U2371,32,Male,5.6,7,Vegetarian,10.8,High,49,348.17,54,58.99,57.85
U2372,38,Male,5.0,6,Non-Vegetarian,4.7,Medium,236,276.69,66,78.11,76.1
U2373,35,Female,9.9,10,Vegetarian,4.3,Low,364,493.17,52,24.87,29.21
U2374,18,Male,9.0,2,Non-Vegetarian,10.6,High,9,597.55,55,35.83,31.96
U2375,21,Female,8.2,10,Non-Vegetarian,7.0,Low,30,344.94,49,47.31,48.16
U2376,28,Female,9.8,2,Non-Vegetarian,2.0,Medium,405,592.8,53,37.2,37.15
U2377,27,Male,8.7,8,Vegetarian,7.8,Low,108,554.76,65,22.58,22.52
U2378,36,Female,5.8,2,Non-Vegetarian,1.3,Low,0,230.38,72,98.25,93.36
U2379,59,Male,6.1,1,Non-Vegetarian,5.5,Medium,288,327.55,44,68.6,68.77
U2380,47,Male,5.0,10,Vegan,4.2,Low,185,218.27,59,68.12,68.17
U2381,58,Female,6.9,5,Non-Vegetarian,10.0,Low,228,250.46,84,79.5,82.39
U2382,58,Female,8.9,4,Non-Vegetarian,11.2,Low,456,508.73,60,24.09,28.88
U2383,37,Male,9.2,5,Non-Vegetarian,8.9,Low,249,519.1,47,22.05,18.63
U2384,44,Female,5.5,5,Vegetarian,8.6,Medium,443,236.34,55,72.35,76.96
U2385,29,Male,6.5,3,Vegetarian,8.8,High,265,247.1,65,89.82,86.9
U2386,31,Male,9.5,7,Vegetarian,11.2,Low,25,405.75,74,52.08,52.12
U2387,51,Female,5.0,6,Non-Vegetarian,5.8,Medium,24,351.62,99,84.72,86.67
U2388,59,Female,5.1,5,Non-Vegetarian,11.2,Medium,299,294.69,76,71.3,67.85
U2389,55,Male,4.0,6,Non-Vegetarian,11.6,Medium,370,532.69,46,10.42,15.08
U2390,19,Female,9.4,4,Vegetarian,5.7,Low,493,460.21,80,50.69,46.28
U2391,49,Male,6.7,9,Vegetarian,9.8,Low,294,569.22,88,18.95,17.64
U2392,35,Male,4.7,9,Non-Vegetarian,3.1,Medium,376,234.93,77,83.58,86.08
U2393,38,Male,5.7,6,Non-Vegetarian,4.5,Medium,278,203.56,90,100.0,100.0
U2394,28,Female,7.0,6,Non-Vegetarian,9.6,Low,400,599.29,64,6.72,11.44
U2395,47,Male,5.0,2,Non-Vegetarian,11.1,High,116,304.1,71,81.85,81.39
U2396,36,Female,5.1,5,Non-Vegetarian,10.5,Low,377,378.12,57,37.39,33.47
U2397,57,Male,9.9,9,Non-Vegetarian,7.0,Medium,38,416.14,82,67.18,62.72
U2398,47,Male,7.9,9,Non-Vegetarian,9.7,High,123,426.18,49,44.26,41.62
U2399,52,Female,5.9,6,Non-Vegetarian,6.0,Low,181,277.25,84,77.97,81.81
U2400,21,Female,4.5,7,Vegan,5.4,Low,456,281.52,81,66.36,65.59
U2401,38,Female,9.9,2,Vegetarian,10.4,Medium,497,515.7,48,33.31,30.34
U2402,22,Male,4.5,6,Non-Vegetarian,4.0,Low,283,575.84,50,9.37,10.16
U2403,53,Female,5.3,9,Non-Vegetarian,9.7,Low,20,236.72,99,82.7,85.28
U2404,44,Male,4.6,10,Vegetarian,7.6,High,32,418.95,80,57.34,57.66
U2405,24,Female,6.1,8,Vegetarian,10.7,Low,39,578.93,68,11.88,15.53
U2406,48,Female,8.5,6,Vegan,2.1,Low,431,324.56,52,60.14,56.65
U2407,37,Male,9.4,9,Vegetarian,2.7,High,129,582.81,54,34.04,30.36
U2408,42,Female,4.9,3,Vegetarian,1.3,Medium,298,230.88,84,100.0,100.0
U2409,55,Male,4.6,5,Vegan,10.3,Low,167,487.97,63,25.58,23.97
U2410,42,Other,7.1,5,Vegetarian,10.2,Low,134,478.03,86,44.55,41.75
U2411,34,Male,8.0,7,Vegetarian,2.7,Low,201,285.03,60,71.43,72.64
U2412,54,Female,9.1,2,Non-Vegetarian,11.5,Low,24,211.9,96,100.0,97.36
U2413,32,Male,4.6,7,Non-Vegetarian,4.9,Low,395,258.71,52,57.83,61.95
U2414,27,Male,6.5,5,Vegetarian,2.0,Medium,234,404.24,67,66.45,65.92
U2415,51,Female,7.9,7,Non-Vegetarian,11.3,Low,35,341.41,91,67.75,70.99
U2416,24,Female,4.5,7,Vegetarian,3.0,Low,445,470.31,40,18.21,22.37
U2417,56,Female,9.1,9,Non-Vegetarian,11.7,Low,193,472.64,91,40.52,36.1
U2418,42,Male,9.2,6,Non-Vegetarian,10.4,Medium,70,513.85,95,56.26,60.04
U2419,56,Male,5.7,1,Vegetarian,4.2,Medium,304,499.08,63,50.34,53.55
U2420,45,Female,6.6,9,Vegan,6.0,Medium,430,573.0,44,9.1,13.17
U2421,59,Other,8.5,3,Vegetarian,2.2,Low,182,543.07,43,30.05,32.81
U2422,44,Male,8.2,10,Non-Vegetarian,10.4,Low,275,311.94,80,58.31,58.56
U2423,54,Male,6.3,8,Vegan,6.7,High,3,465.71,64,50.87,46.66
U2424,56,Male,6.5,4,Non-Vegetarian,8.0,Low,6,445.64,53,40.11,41.72
U2425,55,Female,7.5,5,Non-Vegetarian,9.3,Low,213,235.57,43,64.03,59.54
U2426,45,Male,7.4,3,Non-Vegetarian,2.3,Medium,389,446.45,48,52.16,52.53
U2427,51,Female,9.4,1,Non-Vegetarian,4.4,Medium,469,507.53,82,62.23,60.95
U2428,46,Female,5.9,8,Non-Vegetarian,6.7,Medium,365,520.58,83,38.19,37.62
U2429,25,Female,4.6,10,Non-Vegetarian,8.4,High,80,516.59,77,37.4,32.99
U2430,30,Male,6.6,9,Vegetarian,10.8,Medium,64,505.09,42,19.54,16.09
U2431,54,Female,4.4,10,Non-Vegetarian,1.7,Medium,481,508.08,55,24.45,22.13
U2432,20,Female,8.3,4,Vegetarian,5.0,Medium,370,560.35,47,28.81,28.62
U2433,31,Female,8.0,1,Non-Vegetarian,3.8,High,179,399.98,53,74.56,79.04
U2434,49,Female,6.8,3,Vegan,4.8,Medium,428,256.34,43,75.62,71.71
U2435,40,Female,8.3,9,Non-Vegetarian,7.4,High,246,323.97,92,84.58,86.29
U2436,40,Female,7.9,7,Vegetarian,11.9,High,114,266.34,46,70.28,72.83
U2437,30,Female,9.5,1,Vegetarian,1.8,High,324,576.58,45,44.22,43.77
U2438,58,Male,9.3,7,Vegetarian,7.9,Medium,383,328.78,92,81.29,78.99
U2439,56,Female,7.3,4,Non-Vegetarian,3.4,Medium,325,379.62,92,82.73,80.95
U2440,38,Female,7.3,3,Non-Vegetarian,5.1,High,32,579.98,85,56.15,52.02
U2441,48,Female,9.4,2,Non-Vegetarian,11.0,High,394,474.26,59,50.88,53.37
U2442,24,Female,7.5,4,Non-Vegetarian,7.4,Medium,421,213.95,70,91.82,89.41
U2443,53,Other,4.2,7,Non-Vegetarian,11.3,High,308,281.2,58,63.42,66.18
U2444,36,Male,7.7,10,Non-Vegetarian,11.4,Medium,436,255.97,97,80.42,76.13
U2445,39,Other,4.3,8,Non-Vegetarian,7.1,Low,377,248.59,78,66.98,66.34
U2446,41,Male,8.6,10,Non-Vegetarian,10.3,Low,236,455.06,93,42.69,46.13
U2447,41,Female,6.6,1,Vegetarian,7.6,Medium,452,432.63,47,47.16,44.6
U2448,38,Female,9.0,4,Non-Vegetarian,3.2,Low,155,425.58,53,52.67,51.72
U2449,30,Male,8.3,2,Vegetarian,4.3,Low,463,573.97,81,36.73,39.81
U2450,23,Other,8.5,5,Vegetarian,4.5,Low,246,565.56,58,25.07,28.92
U2451,45,Female,4.7,10,Vegetarian,2.8,High,325,411.94,53,46.54,48.18
U2452,49,Female,6.7,9,Non-Vegetarian,6.8,Medium,3,400.52,61,53.89,56.51
U2453,30,Female,10.0,6,Vegetarian,2.3,Low,298,272.24,40,68.22,66.72
U2454,51,Male,7.8,3,Vegetarian,1.4,Low,65,419.82,46,54.23,51.28
U2455,49,Male,6.5,2,Non-Vegetarian,2.4,Medium,382,597.95,80,43.1,40.64
U2456,31,Male,8.1,2,Non-Vegetarian,2.6,Low,51,265.27,58,87.07,84.96
U2457,49,Female,9.0,4,Non-Vegetarian,3.1,Low,395,527.74,70,39.49,41.92
U2458,22,Female,9.1,2,Vegetarian,3.2,Low,44,588.74,57,33.9,29.46
U2459,52,Male,6.2,7,Vegetarian,4.7,Low,99,388.74,66,52.58,54.87
U2460,21,Female,4.3,5,Non-Vegetarian,5.2,High,298,432.92,77,61.19,57.39
U2461,31,Female,8.3,5,Vegan,9.0,Low,346,342.0,45,46.68,48.71
U2462,35,Female,5.8,10,Vegetarian,10.6,Medium,486,368.09,69,44.13,47.12
U2463,28,Male,8.8,1,Non-Vegetarian,11.4,Low,123,487.13,40,29.85,32.04
U2464,36,Female,4.6,9,Vegetarian,3.6,High,283,433.33,59,47.42,47.39
U2465,19,Female,6.0,1,Vegetarian,10.2,Low,338,230.46,80,84.53,82.31
U2466,51,Female,4.8,8,Non-Vegetarian,5.4,Low,55,565.8,67,18.6,14.1
U2467,20,Male,6.8,9,Vegetarian,10.0,Medium,454,202.22,61,73.32,78.04
U2468,46,Male,5.5,1,Non-Vegetarian,1.8,High,194,401.76,43,66.96,67.62
U2469,40,Female,6.4,4,Vegan,11.5,High,191,576.37,45,20.17,22.11
U2470,18,Female,9.9,6,Vegetarian,11.0,Medium,139,252.74,68,85.4,82.46
U2471,59,Female,6.5,9,Vegetarian,1.2,Medium,225,386.52,80,69.28,68.38
U2472,23,Female,7.5,3,Non-Vegetarian,10.3,Medium,307,497.44,55,37.0,33.66
U2473,34,Male,4.6,4,Vegetarian,10.5,Medium,198,284.45,48,63.08,62.73
U2474,36,Male,6.1,6,Non-Vegetarian,10.7,Low,479,206.6,53,61.64,56.67
U2475,19,Male,5.8,1,Vegetarian,5.4,Medium,221,547.87,64,42.77,45.76
U2476,32,Male,6.2,9,Non-Vegetarian,3.8,Low,70,474.99,90,48.14,51.4
U2477,40,Female,9.6,8,Non-Vegetarian,3.4,Low,112,408.87,51,48.22,51.27
U2478,36,Male,4.0,6,Non-Vegetarian,8.3,Medium,499,310.42,56,54.83,54.44
U2479,50,Female,4.4,8,Non-Vegetarian,7.5,Low,456,592.46,87,12.19,8.38
U2480,23,Female,6.9,8,Non-Vegetarian,8.4,Medium,283,415.69,82,56.26,52.97
U2481,36,Male,9.1,3,Non-Vegetarian,8.1,Medium,238,578.51,74,40.87,39.55
U2482,47,Female,4.2,8,Non-Vegetarian,3.9,High,476,487.16,73,42.34,46.4
U2483,39,Female,8.6,6,Non-Vegetarian,8.5,Medium,77,458.07,60,49.57,53.59
U2484,20,Male,9.8,10,Non-Vegetarian,10.0,Low,238,331.84,89,64.03,64.32
U2485,22,Male,9.1,6,Non-Vegetarian,11.6,Low,59,468.63,48,28.52,28.95
U2486,47,Male,9.7,1,Non-Vegetarian,4.3,Low,206,508.47,75,54.58,58.93
U2487,20,Male,7.8,5,Non-Vegetarian,4.3,Low,475,538.41,80,34.92,35.73
U2488,56,Female,7.7,1,Non-Vegetarian,5.8,Medium,82,495.72,67,58.94,62.61
U2489,56,Female,9.9,6,Vegan,8.9,Low,182,480.39,79,45.24,41.85
U2490,45,Male,6.1,4,Vegetarian,1.7,Medium,381,230.22,56,88.66,90.5
U2491,18,Female,6.9,2,Non-Vegetarian,9.9,Medium,450,523.89,76,41.64,38.19
U2492,39,Female,4.7,8,Vegetarian,10.6,Medium,448,282.53,83,67.95,71.26
U2493,56,Male,6.9,6,Vegan,11.0,Medium,16,240.27,62,80.94,80.14
U2494,34,Female,9.2,4,Vegetarian,4.9,Medium,230,236.92,42,84.96,84.7
U2495,59,Female,7.7,9,Non-Vegetarian,9.3,High,494,342.76,67,59.94,60.32
U2496,45,Male,7.7,6,Non-Vegetarian,9.4,High,369,380.65,40,48.48,50.42
U2497,47,Female,5.9,9,Vegetarian,11.6,Low,232,201.78,49,57.63,60.5
U2498,57,Male,4.2,4,Non-Vegetarian,2.9,Low,205,584.91,93,35.96,39.02
U2499,25,Male,7.5,10,Non-Vegetarian,9.3,Medium,455,442.16,73,39.76,41.2
U2500,44,Other,6.3,10,Non-Vegetarian,8.0,Medium,482,570.96,42,1.8,1.68
U2501,58,Male,9.6,5,Non-Vegetarian,7.0,Low,146,457.24,86,57.57,59.5
U2502,42,Female,5.5,8,Non-Vegetarian,2.3,High,350,572.95,85,41.56,39.14
U2503,30,Male,4.2,9,Non-Vegetarian,1.8,High,285,497.03,64,41.16,41.2
U2504,51,Female,9.8,9,Non-Vegetarian,7.9,Medium,299,532.04,50,25.1,30.1
U2505,56,Male,8.2,10,Non-Vegetarian,1.5,Low,392,330.38,40,46.25,50.48
U2506,24,Male,5.4,8,Vegetarian,3.2,Low,186,563.43,88,31.38,28.74
U2507,39,Female,6.6,10,Non-Vegetarian,1.5,Low,443,458.77,92,46.63,47.87
U2508,50,Female,9.6,8,Vegan,10.5,Low,24,376.97,63,50.64,55.33
U2509,55,Female,6.4,8,Non-Vegetarian,4.9,Low,197,288.58,80,72.41,75.58
U2510,48,Male,8.2,4,Non-Vegetarian,7.8,Medium,180,526.52,59,39.85,38.06
U2511,50,Male,4.7,8,Non-Vegetarian,4.6,Low,60,250.1,94,85.62,81.46
U2512,39,Female,6.1,2,Vegetarian,5.6,Medium,118,279.24,87,99.4,98.38
U2513,44,Male,5.7,6,Non-Vegetarian,10.7,Medium,305,486.78,52,27.12,30.91
U2514,44,Male,5.8,10,Vegan,11.7,High,114,397.12,45,38.08,40.61
U2515,38,Male,6.4,5,Non-Vegetarian,7.7,Medium,86,371.91,60,62.54,60.31
U2516,52,Female,9.6,1,Non-Vegetarian,7.1,Low,7,449.65,84,68.47,72.47
U2517,27,Female,6.3,4,Vegan,10.4,Medium,368,437.47,86,56.73,60.29
U2518,45,Male,4.7,7,Vegetarian,11.5,Low,251,426.34,89,41.57,37.65
U2519,57,Female,9.0,6,Vegetarian,1.3,Medium,467,515.46,95,61.3,57.9
U2520,54,Female,6.6,3,Vegetarian,9.2,Medium,312,477.36,97,61.1,61.48
U2521,58,Male,9.7,10,Non-Vegetarian,7.3,Low,421,233.85,42,57.06,56.14
U2522,50,Male,4.6,6,Non-Vegetarian,5.2,Low,338,598.3,94,24.92,27.35
U2523,25,Female,6.3,3,Non-Vegetarian,10.9,Low,428,424.51,83,47.44,49.89
U2524,54,Female,6.7,3,Non-Vegetarian,3.4,Medium,134,328.78,42,70.82,66.79
U2525,58,Male,8.0,4,Vegetarian,4.3,Medium,228,406.17,62,65.29,64.72
U2526,50,Female,4.1,2,Vegetarian,7.9,High,6,468.0,60,54.23,57.5
U2527,36,Female,8.9,3,Non-Vegetarian,11.6,Low,400,295.71,93,78.62,79.24
U2528,47,Female,6.2,3,Non-Vegetarian,9.1,Medium,481,392.96,43,44.14,48.14
U2529,31,Other,9.9,1,Non-Vegetarian,1.9,Low,470,226.05,54,89.87,91.51
U2530,31,Male,5.5,6,Non-Vegetarian,6.4,Low,97,373.45,95,67.72,70.38
U2531,53,Female,5.6,8,Non-Vegetarian,10.8,Low,482,555.15,72,7.84,7.0
U2532,24,Male,8.3,5,Non-Vegetarian,9.4,Low,248,440.23,93,55.67,57.64
U2533,51,Female,9.8,3,Non-Vegetarian,11.1,Medium,124,505.46,60,45.23,44.96
U2534,49,Male,7.8,10,Non-Vegetarian,1.3,High,289,271.12,83,94.18,91.25
U2535,59,Male,7.8,7,Non-Vegetarian,4.7,Medium,403,570.37,74,33.43,37.01
U2536,50,Female,9.9,7,Non-Vegetarian,8.5,Low,70,575.03,49,15.31,13.75
U2537,31,Male,4.7,10,Vegetarian,4.8,High,146,205.97,76,92.95,89.01
U2538,42,Female,4.5,2,Non-Vegetarian,5.8,High,14,515.37,94,67.12,66.31
U2539,45,Female,7.9,8,Non-Vegetarian,4.1,Low,167,493.92,52,28.99,28.45
U2540,59,Female,4.7,10,Vegetarian,2.3,Medium,349,239.02,40,64.13,61.23
U2541,56,Male,4.6,8,Non-Vegetarian,10.1,Low,35,435.16,54,26.82,24.49
U2542,47,Female,6.9,10,Non-Vegetarian,10.4,Medium,431,270.43,95,77.01,79.88
U2543,48,Other,9.8,5,Non-Vegetarian,6.8,Medium,101,381.23,52,64.84,67.11
U2544,41,Male,7.9,5,Non-Vegetarian,7.5,Medium,420,362.14,66,63.79,68.27
U2545,21,Male,4.9,4,Non-Vegetarian,7.8,Low,29,342.77,78,66.39,66.28
U2546,31,Female,6.7,8,Non-Vegetarian,12.0,Medium,378,462.13,74,36.82,37.06
U2547,26,Other,7.7,1,Vegan,4.6,High,13,553.75,91,69.45,72.9
U2548,53,Female,8.7,7,Non-Vegetarian,6.6,Low,187,580.03,92,34.09,29.5
U2549,23,Male,8.8,9,Non-Vegetarian,6.9,Low,321,254.27,62,66.45,70.8
U2550,41,Female,6.5,5,Vegetarian,7.9,Medium,466,476.1,52,33.48,35.03
U2551,43,Female,7.6,4,Non-Vegetarian,5.6,Medium,497,376.06,98,80.18,79.1
U2552,51,Female,6.5,8,Non-Vegetarian,2.9,Low,219,353.84,74,61.3,58.07
U2553,18,Other,4.5,1,Non-Vegetarian,9.2,Low,72,297.98,75,74.6,79.36
U2554,40,Male,6.1,9,Vegetarian,3.5,High,446,381.47,70,61.45,64.29
U2555,34,Male,8.3,4,Non-Vegetarian,10.1,Low,97,258.23,57,71.97,67.78
U2556,53,Female,5.5,5,Vegetarian,3.4,Medium,43,252.39,91,100.0,100.0
U2557,54,Male,9.9,9,Vegetarian,11.3,Low,495,394.49,68,38.2,37.52
U2558,37,Female,6.4,8,Non-Vegetarian,3.1,Medium,474,325.75,58,62.38,61.88
U2559,43,Female,4.4,10,Non-Vegetarian,7.4,Low,263,588.49,72,5.36,6.85
U2560,28,Male,6.5,8,Vegan,11.9,Low,66,584.51,42,0.0,2.94
U2561,37,Male,4.8,6,Non-Vegetarian,11.8,Medium,312,580.61,61,12.39,15.01
U2562,18,Male,9.9,5,Non-Vegetarian,1.1,Low,91,281.96,97,100.0,100.0
U2563,30,Female,8.8,8,Non-Vegetarian,4.3,Medium,172,253.76,56,82.42,85.38
U2564,53,Male,8.9,5,Vegan,4.0,Medium,394,373.48,44,58.67,60.3
U2565,55,Male,4.2,1,Non-Vegetarian,10.2,Medium,493,581.56,85,31.81,32.27
